temp,dwpt,rhum,prcp,wspd,pres,PM2.5
0.2379948211396574,0.3776227972776623,0.8079179437503731,0.0,0.8379353383074373,0.9217060526675352,0.5068798393764099
0.248537263803072,0.3776227972776623,0.7995162203760202,0.0,0.6241963505817849,0.9179737498792236,0.4981281712222214
0.1835602631157515,0.3658983300519774,0.8404263516035496,0.0,0.8379353383074373,0.8843665477032099,0.479651058638296
0.1835602631157515,0.3658983300519774,0.8404263516035496,0.0,0.8499855457278127,0.8843665477032099,0.4929865075093113
0.1891380838920737,0.371781500391473,0.8404263516035496,0.0,0.6241963505817849,0.903040878349476,0.4864074600784053
0.1835602631157515,0.3658983300519774,0.8404263516035496,0.0,0.7516072988364304,0.8843665477032099,0.4955705233500296
0.1260135107281705,0.3658983300519774,0.8787937915084376,0.0,0.7516072988364304,0.9217060526675352,0.4641130113910271
0.1835602631157515,0.3658983300519774,0.8404263516035496,0.0,0.595634691962031,0.9291695606335968,0.4506421528279281
0.2896366060136924,0.4338570315250977,0.8079179437503731,0.0,0.7981933310080718,0.959008968204212,0.4490997029350603
0.3855943303230734,0.4229142194353219,0.7278396649027421,0.0,0.7981933310080718,0.959008968204212,0.4230349602873921
0.5183153547013081,0.455314430170444,0.6358076399832864,0.0,0.595634691962031,0.936631605597053,0.4107199837385992
0.5537833929580885,0.4813705471249599,0.6246809039597484,0.0,0.8725890517453546,0.9217060526675352,0.3996602197931578
0.6283948602289903,0.5311250983421627,0.590044696809581,0.0,0.7981933310080718,0.8469903814615477,0.4412417767459713
0.591780131557876,0.5311250983421627,0.6246809039597484,0.0,0.8499855457278127,0.8095774818810626,0.5808228311575319
0.5142962113400649,0.5311250983421627,0.6986601984922509,0.0,0.8379353383074373,0.8095774818810626,0.5780633832872962
0.5021416080840541,0.4762250835748284,0.6680332371412824,0.0,0.6736209953992307,0.8320296336726025,0.5676772628408496
0.4303481015004581,0.4864839515040915,0.7372675906605559,0.0,0.8725890517453546,0.8843665477032099,0.5724516417961195
0.2537673746553889,0.4062214660490516,0.8162068889046818,0.0,0.6736209953992307,0.8694204845905197,0.4850706712212396
0.2379948211396574,0.4229142194353219,0.8404263516035496,0.0,0.7835365166711385,0.8469903814615477,0.4768966648037021
0.2379948211396574,0.4229142194353219,0.8404263516035496,0.0,0.7835365166711385,0.8469903814615477,0.481016987449757
0.2002018663832844,0.4173876076557143,0.8637316510827137,0.0,0.6736209953992307,0.8469903814615477,0.5068798393764099
0.1835602631157515,0.4338570315250977,0.886189294777255,0.0,0.7835365166711385,0.8469903814615477,0.509325198446639
0.1835602631157515,0.4338570315250977,0.886189294777255,0.0,0.8379353383074373,0.8843665477032099,0.5006599838258472
0.2165728624525879,0.3891821256632291,0.832458277925483,0.0,0.7154089371698259,0.8881021467699235,0.4782776452480509
0.3387582542152978,0.4229142194353219,0.7647173160461119,0.0,0.9128234933866372,0.8843665477032099,0.4567187490224002
0.4303481015004581,0.4229142194353219,0.6886190481139005,0.0,0.9478508595793452,0.9217060526675352,0.4823755128166785
0.5537833929580885,0.455314430170444,0.6018072837306935,0.0,0.7154089371698259,0.9067746454319632,0.4916844405988936
0.591780131557876,0.4864839515040915,0.590044696809581,0.0,0.9128234933866372,0.8843665477032099,0.4955705233500296
0.6283948602289903,0.4864839515040915,0.5533497160246306,0.0,0.9128234933866372,0.8469903814615477,0.5165213094450584
0.6978564744558164,0.4710471563175701,0.4726895142734356,0.0,0.6241963505817849,0.7796206656516507,0.5423377924294664
0.6978564744558164,0.5262832037793683,0.5143356612521433,0.0,0.8725890517453546,0.734641193393399,0.5455172936254924
0.6978564744558164,0.5262832037793683,0.5143356612521433,0.0,0.8499855457278127,0.734641193393399,0.5808228311575319
0.7341115695903513,0.5016357433604788,0.4581590287597035,0.0,0.6241963505817849,0.7308905039712807,0.5686394418212264
0.6637245930971407,0.5311250983421627,0.5533497160246306,0.0,0.8499855457278127,0.8095774818810626,0.5647683638482438
0.591780131557876,0.4864839515040915,0.590044696809581,0.0,0.8499855457278127,0.8095774818810626,0.5588472857532463
0.5460088827042517,0.4864839515040915,0.6358076399832864,0.0,0.6241963505817849,0.8507296498952673,0.5401954946307517
0.473196869129444,0.4864839515040915,0.6986601984922509,0.0,0.8499855457278127,0.8843665477032099,0.5188748226672135
0.4303481015004581,0.4864839515040915,0.7372675906605559,0.0,0.8499855457278127,0.8843665477032099,0.5068798393764099
0.408219868442124,0.4500024456198613,0.7278396649027421,0.0,0.7154089371698259,0.8768942496599693,0.509325198446639
0.3387582542152978,0.4229142194353219,0.7647173160461119,0.0,0.8499855457278127,0.8843665477032099,0.504410387710729
0.3387582542152978,0.4229142194353219,0.7647173160461119,0.0,0.7981933310080718,0.8843665477032099,0.5129490781975319
0.3095737738439225,0.4173876076557143,0.7823618633388931,0.0,0.6241963505817849,0.8544685510679417,0.5223641688102307
0.2896366060136924,0.4338570315250977,0.8079179437503731,0.0,0.7981933310080718,0.8469903814615477,0.5789865788672298
0.2896366060136924,0.4338570315250977,0.8079179437503731,0.0,0.7835365166711385,0.8095774818810626,0.5724516417961195
0.2641467869443961,0.4284038636354588,0.8243860434742701,0.0,0.595634691962031,0.8320296336726025,0.5880362013962122
0.2379948211396574,0.4229142194353219,0.8404263516035496,0.0,0.7835365166711385,0.8095774818810626,0.5476147729499546
0.2379948211396574,0.4229142194353219,0.8404263516035496,0.0,0.7835365166711385,0.8469903814615477,0.5455172936254924
0.2641467869443961,0.4392742046449711,0.832458277925483,0.0,0.595634691962031,0.8731575505395321,0.5235165722958565
0.3387582542152978,0.4813705471249599,0.8079179437503731,0.0,0.7835365166711385,0.9217060526675352,0.5743362169645783
0.4303481015004581,0.4864839515040915,0.7372675906605559,0.0,0.7835365166711385,0.9217060526675352,0.56959794133189
0.5576482501992004,0.5165128651984546,0.6467374322506872,0.0,0.6736209953992307,0.9067746454319632,0.4942818453617372
0.5537833929580885,0.5262832037793683,0.6574771315068488,0.0,0.7154089371698259,0.9217060526675352,0.4929865075093113
0.6283948602289903,0.5734627873164386,0.6246809039597484,0.0,0.7981933310080718,0.8095774818810626,0.5423377924294664
0.591780131557876,0.5825817561105288,0.6680332371412824,0.0,0.8379353383074373,0.8095774818810626,0.5412689323167751
0.5537833929580885,0.5642413560548593,0.6886190481139005,0.0,0.7154089371698259,0.8320296336726025,0.5455172936254924
0.5142962113400649,0.5780349370130712,0.7372675906605559,0.0,0.8379353383074373,0.8469903814615477,0.5608365606123936
0.473196869129444,0.5359385945330823,0.7372675906605559,0.0,0.7981933310080718,0.8843665477032099,0.5743362169645783
0.4303481015004581,0.5115837287723278,0.7557023071489758,0.0,0.6241963505817849,0.8619452519186761,0.5780633832872962
0.3855943303230734,0.5311250983421627,0.8079179437503731,0.0,0.8379353383074373,0.8469903814615477,0.5598438966749628
0.3387582542152978,0.5311250983421627,0.8482929183951983,0.0,0.7835365166711385,0.8469903814615477,0.5527829419572996
0.3291237876317161,0.4915656937336499,0.8243860434742701,0.0,0.4362945258726773,0.843250745694575,0.551757798129116
0.2896366060136924,0.4864839515040915,0.8482929183951983,0.0,0.6736209953992307,0.8469903814615477,0.5465682273101551
0.2896366060136924,0.4864839515040915,0.8482929183951983,0.0,0.6736209953992307,0.8469903814615477,0.5588472857532463
0.2845900086053104,0.4915656937336499,0.8560605320351033,0.0,0.6241963505817849,0.8133204268974931,0.5705527894069975
0.2896366060136924,0.4864839515040915,0.8482929183951983,0.0,0.6241963505817849,0.8095774818810626,0.585355455878955
0.3855943303230734,0.5311250983421627,0.8079179437503731,0.0,0.7154089371698259,0.9217060526675352,0.5280739217834243
0.473196869129444,0.5780349370130712,0.7736026080764479,0.0,0.7154089371698259,0.8843665477032099,0.551757798129116
0.5537833929580885,0.5780349370130712,0.6986601984922509,0.0,0.7154089371698259,0.8469903814615477,0.5588472857532463
0.6283948602289903,0.5871035237360005,0.6358076399832864,0.0,0.6241963505817849,0.7871120800729512,0.5558334540519682
0.6283948602289903,0.6224078378125036,0.6680332371412824,0.0,0.7516072988364304,0.7721277766875758,0.5762067280082092
0.6283948602289903,0.6224078378125036,0.6680332371412824,0.0,0.7835365166711385,0.7721277766875758,0.585355455878955
0.5537833929580885,0.6224078378125036,0.7372675906605559,0.0,0.6736209953992307,0.7721277766875758,0.5976273558335387
0.5420989978876076,0.618076963657197,0.7465537377144671,0.0,0.6736209953992307,0.7833665571438636,0.5976273558335387
0.5142962113400649,0.6685974493657464,0.8162068889046818,0.0,0.7154089371698259,0.8095774818810626,0.5880362013962122
0.4520004214915759,0.6437258869799863,0.8482929183951983,0.0,0.7154089371698259,0.7908572345113938,0.550728444252867
0.4303481015004581,0.6224078378125036,0.8482929183951983,0.0,0.6736209953992307,0.8095774818810626,0.5455172936254924
0.3855943303230734,0.6224078378125036,0.886189294777255,0.0,0.4857191706901231,0.7721277766875758,0.5618253087055756
0.4126845944948405,0.6310016205025726,0.8713086435937293,0.0,0.4857191706901231,0.7533890993419136,0.5618253087055756
0.3387582542152978,0.6224078378125036,0.921893870951932,0.0,0.4857191706901231,0.734641193393399,0.5667113760325068
0.3387582542152978,0.6224078378125036,0.921893870951932,0.0,0.4362945258726773,0.734641193393399,0.5608365606123936
0.3483013974666974,0.6224078378125036,0.9149162018841388,0.0,0.4857191706901231,0.734641193393399,0.5762067280082092
0.2896366060136924,0.6224078378125036,0.9621810115674316,0.0,0.595634691962031,0.7721277766875758,0.591566503652425
0.2896366060136924,0.5780349370130712,0.921893870951932,0.0,0.6736209953992307,0.7721277766875758,0.6018685283703226
0.3339525454490389,0.6005212408232469,0.9078587863008174,0.0,0.7154089371698259,0.7833665571438636,0.5941819776447461
0.4303481015004581,0.6224078378125036,0.8482929183951983,0.0,0.7516072988364304,0.8095774818810626,0.5817359371458455
0.5537833929580885,0.6603903934940685,0.7736026080764479,0.0,0.7154089371698259,0.8469903814615477,0.5733957006017847
0.6391245611603952,0.6685974493657464,0.6986601984922509,0.0,0.595634691962031,0.8395107425222579,0.57150401376153
0.6978564744558164,0.7006287830408919,0.6680332371412824,0.0,0.6241963505817849,0.8469903814615477,0.5667113760325068
0.7308690737926529,0.7045462069366186,0.6358076399832864,0.0,0.7154089371698259,0.8095774818810626,0.5724516417961195
0.7938141987651979,0.6603903934940685,0.5276161116383381,0.0,0.595634691962031,0.6595571014796482,0.6018685283703226
0.7628334751431369,0.6645041802924928,0.565825234110713,0.0,0.7835365166711385,0.6971176592965156,0.6393015241911812
0.6978564744558164,0.6645041802924928,0.6358076399832864,0.0,0.6241963505817849,0.7233880163121693,0.6220603846210384
0.6944948884448543,0.6726704043649675,0.6467374322506872,0.0,0.6241963505817849,0.7233880163121693,0.6010260155885168
0.6283948602289903,0.7084450206724126,0.7465537377144671,0.0,0.7154089371698259,0.7721277766875758,0.6018685283703226
0.6283948602289903,0.7084450206724126,0.7465537377144671,0.0,0.7835365166711385,0.7721277766875758,0.6001806612742442
0.6065861936151576,0.6645041802924928,0.7278396649027421,0.0,0.4857191706901231,0.7721277766875758,0.616568674434667
0.4303481015004581,0.6645041802924928,0.886189294777255,0.0,0.6241963505817849,0.7721277766875758,0.6341786269832168
0.3855943303230734,0.6603903934940685,0.921893870951932,0.0,0.6736209953992307,0.734641193393399,0.5941819776447461
0.4037352549026178,0.6479238436926332,0.893497275242137,0.0,0.595634691962031,0.7533890993419136,0.5889234494610417
0.3387582542152978,0.6224078378125036,0.921893870951932,0.0,0.4857191706901231,0.7721277766875758,0.5976273558335387
0.2896366060136924,0.6224078378125036,0.9621810115674316,0.0,0.4857191706901231,0.7721277766875758,0.5647683638482438
0.3530392606805234,0.6310016205025726,0.921893870951932,0.0,0.4857191706901231,0.7983464382064219,0.5558334540519682
0.473196869129444,0.6645041802924928,0.8482929183951983,0.0,0.6241963505817849,0.8095774818810626,0.5465682273101551
0.591780131557876,0.7084450206724126,0.7823618633388931,0.0,0.595634691962031,0.8095774818810626,0.5434021138443588
0.6978564744558164,0.6645041802924928,0.6358076399832864,0.0,0.4857191706901231,0.8020904876079297,0.5465682273101551
0.7308690737926529,0.7045462069366186,0.6358076399832864,0.0,0.4857191706901231,0.8095774818810626,0.5444619349438469
0.7938141987651979,0.7045462069366186,0.565825234110713,0.0,0.4857191706901231,0.7721277766875758,0.5588472857532463
0.8327144995301421,0.6807561717197753,0.5007633095879376,0.0,0.0,0.6971176592965156,0.5578466963342702
0.8238699851839875,0.6966925704694874,0.5276161116383381,0.0,0.7154089371698259,0.6971176592965156,0.5548207362435971
0.8530544655553628,0.7045462069366186,0.5007633095879376,0.0,0.6736209953992307,0.6595571014796482,0.6341786269832168
0.8616473547721324,0.6726704043649675,0.4581590287597035,0.0,0.7516072988364304,0.6482817035814439,0.6527007734470799
0.7938141987651979,0.7045462069366186,0.565825234110713,0.0,0.6736209953992307,0.6971176592965156,0.657462195369775
0.7308690737926529,0.7045462069366186,0.6358076399832864,0.0,0.6241963505817849,0.6971176592965156,0.6561109936253053
0.7308690737926529,0.7045462069366186,0.6358076399832864,0.0,0.4857191706901231,0.6933632707872228,0.6478471467755186
0.6637245930971407,0.7045462069366186,0.7085406835536722,0.0,0.6736209953992307,0.734641193393399,0.6341786269832168
0.5537833929580885,0.7045462069366186,0.8162068889046818,0.0,0.6241963505817849,0.7721277766875758,0.6718636520308482
0.5537833929580885,0.7045462069366186,0.8162068889046818,0.0,0.7516072988364304,0.7721277766875758,0.6686624933646437
0.5381738698167645,0.7084450206724126,0.832458277925483,0.0,0.6241963505817849,0.7608856772036935,0.6712266826496966
0.473196869129444,0.7045462069366186,0.886189294777255,0.0,0.6736209953992307,0.734641193393399,0.6581350744761411
0.473196869129444,0.6645041802924928,0.8482929183951983,0.0,0.6241963505817849,0.734641193393399,0.659475437652077
0.4605326257334949,0.6767232459242158,0.8713086435937293,0.0,0.4857191706901231,0.734641193393399,0.6686624933646437
0.3855943303230734,0.6603903934940685,0.921893870951932,0.0,0.6241963505817849,0.734641193393399,0.6686624933646437
0.3387582542152978,0.6645041802924928,0.9621810115674316,0.0,0.4857191706901231,0.7721277766875758,0.6035451053010158
0.4037352549026178,0.6645041802924928,0.9078587863008174,0.0,0.4362945258726773,0.764633412600143,0.5637911800897136
0.5142962113400649,0.7006287830408919,0.8482929183951983,0.0,0.6241963505817849,0.7721277766875758,0.5423377924294664
0.591780131557876,0.7084450206724126,0.7823618633388931,0.0,0.595634691962031,0.8095774818810626,0.5401954946307517
0.6978564744558164,0.7006287830408919,0.6680332371412824,0.0,0.6736209953992307,0.7833665571438636,0.5358551729025303
0.7308690737926529,0.7045462069366186,0.6358076399832864,0.0,0.6241963505817849,0.7721277766875758,0.5369473198008181
0.7628334751431369,0.7045462069366186,0.6018072837306935,0.0,0.4857191706901231,0.734641193393399,0.5391174399942396
0.8385679699425826,0.7006287830408919,0.5143356612521433,0.0,0.6241963505817849,0.6520405406379579,0.565741752708834
0.7938141987651979,0.7045462069366186,0.565825234110713,0.0,0.6736209953992307,0.6219594468095565,0.5898075678965664
0.8238699851839875,0.6966925704694874,0.5276161116383381,0.0,0.4857191706901231,0.6219594468095565,0.6243776336365547
0.8616473547721324,0.7006287830408919,0.486885935866587,0.0,0.595634691962031,0.5843246219359868,0.6133756718075952
0.8238699851839875,0.6685974493657464,0.5007633095879376,0.0,0.6241963505817849,0.6219594468095565,0.6506321456123288
0.7308690737926529,0.6685974493657464,0.6018072837306935,0.0,0.4362945258726773,0.6595571014796482,0.6393015241911812
0.7373436560738407,0.7006287830408919,0.6246809039597484,0.0,0.4857191706901231,0.6557990065796193,0.6371188051731278
