Year,Month,Day,UTC Hour,temp,dwpt,rhum,prcp,wspd,pres,PM2.5
2019,01,01,00,0.4638533213133319,0.7132837112696876,0.7951007364511815,0.0,0.0,0.8310036403974811,0.612450142146529
2019,01,01,01,0.4638533213133319,0.7132837112696876,0.7951007364511815,0.0,0.0,0.8310036403974811,0.5128951768911558
2019,01,01,02,0.4248551330972369,0.6374436082527886,0.761206069228149,0.0,0.5,0.7989622913063054,0.500575953618067
2019,01,01,03,0.4248551330972369,0.6374436082527886,0.761206069228149,0.0,0.5,0.7989622913063054,0.5377627693698527
2019,01,01,04,0.4248551330972369,0.6374436082527886,0.761206069228149,0.0,0.5,0.7989622913063054,0.5107018082374732
2019,01,01,05,0.33293507303411685,0.5729834010460678,0.7784063856982791,0.0,0.0,0.8858804579047272,0.42723177151308006
2019,01,01,06,0.33293507303411685,0.5729834010460678,0.7784063856982791,0.0,0.0,0.8858804579047272,0.3902090638635718
2019,01,01,07,0.33293507303411685,0.5729834010460678,0.7784063856982791,0.0,0.0,0.8858804579047272,0.3211158281002122
2019,01,01,08,0.5259444027709193,0.5436651506063507,0.6122967692384137,0.0,0.7153382790366964,0.940692720764193,0.3086688876221255
2019,01,01,09,0.5259444027709193,0.5436651506063507,0.6122967692384137,0.0,0.7153382790366964,0.940692720764193,0.260757089385769
2019,01,01,10,0.5259444027709193,0.5436651506063507,0.6122967692384137,0.0,0.7153382790366964,0.940692720764193,0.2787784549464272
2019,01,01,11,0.6477993364133087,0.5681718223065476,0.5266946733188731,0.0,0.7153382790366964,0.7714807300579405,0.2638561284912624
2019,01,01,12,0.6477993364133087,0.5681718223065476,0.5266946733188731,0.0,0.7153382790366964,0.7714807300579405,0.26691568831692036
2019,01,01,13,0.6477993364133087,0.5681718223065476,0.5266946733188731,0.0,0.7153382790366964,0.7714807300579405,0.3282856798867935
2019,01,01,14,0.704040039571087,0.6195557900978655,0.5133395393608474,0.0,0.7153382790366964,0.6705761048958171,0.33524768034206487
2019,01,01,15,0.704040039571087,0.6195557900978655,0.5133395393608474,0.0,0.7153382790366964,0.6705761048958171,0.49826658776418764
2019,01,01,16,0.704040039571087,0.6195557900978655,0.5133395393608474,0.0,0.7153382790366964,0.6705761048958171,0.6073476577068249
2019,01,01,17,0.5458909018145142,0.6505990734002107,0.6766183918194262,0.0,0.0,0.7577338688442193,0.7037447904047447
2019,01,01,18,0.5458909018145142,0.6505990734002107,0.6766183918194262,0.0,0.0,0.7577338688442193,0.7105517455668164
2019,01,01,19,0.5458909018145142,0.6505990734002107,0.6766183918194262,0.0,0.0,0.7577338688442193,0.7522539409859249
2019,01,01,20,0.39807155048823306,0.7011376581118932,0.8348069231106675,0.0,0.0,0.8172743315285775,0.790883157624271
2019,01,01,21,0.39807155048823306,0.7011376581118932,0.8348069231106675,0.0,0.0,0.8172743315285775,0.8035794981230435
2019,01,01,22,0.39807155048823306,0.7011376581118932,0.8348069231106675,0.0,0.0,0.8172743315285775,0.8006325630114489
2019,01,01,23,0.35193984446109394,0.6678063220676586,0.8424253865681964,0.0,0.0,0.7989622913063054,0.7105517455668164
2019,01,02,00,0.35193984446109394,0.6678063220676586,0.8424253865681964,0.0,0.0,0.7989622913063054,0.6528491279930781
2019,01,02,01,0.35193984446109394,0.6678063220676586,0.8424253865681964,0.0,0.0,0.7989622913063054,0.6264583217809432
2019,01,02,02,0.2789243248731351,0.6762716676301963,0.8999497182569853,0.0,0.0,0.7760621160058591,0.6298363268106074
2019,01,02,03,0.2789243248731351,0.6762716676301963,0.8999497182569853,0.0,0.0,0.7760621160058591,0.6653206964652737
2019,01,02,04,0.2789243248731351,0.6762716676301963,0.8999497182569853,0.0,0.0,0.7760621160058591,0.5983401446022063
2019,01,02,05,0.23268555363516005,0.6195557900978655,0.8861059342423333,0.0,0.0,0.8355791778633416,0.49476036201410456
2019,01,02,06,0.23268555363516005,0.6195557900978655,0.8861059342423333,0.0,0.0,0.8355791778633416,0.48880044829447533
2019,01,02,07,0.23268555363516005,0.6195557900978655,0.8861059342423333,0.0,0.0,0.8355791778633416,0.3973789156501531
2019,01,02,08,0.5259444027709193,0.5436651506063507,0.6122967692384137,0.0,0.5,0.9041583774274947,0.3549989851828274
2019,01,02,09,0.5259444027709193,0.5436651506063507,0.6122967692384137,0.0,0.5,0.9041583774274947,0.23786623397811343
2019,01,02,10,0.5259444027709193,0.5436651506063507,0.6122967692384137,0.0,0.5,0.9041583774274947,0.2816548030778404
2019,01,02,11,0.6222660620587854,0.5584600162262999,0.5397427653404349,0.0,0.5,0.7623166065657418,0.2787784549464272
2019,01,02,12,0.6222660620587854,0.5584600162262999,0.5397427653404349,0.0,0.5,0.7623166065657418,0.3973789156501531
2019,01,02,13,0.6222660620587854,0.5584600162262999,0.5397427653404349,0.0,0.5,0.7623166065657418,0.3973789156501531
2019,01,02,14,0.6585644204038332,0.6012543443330884,0.5397427653404349,0.0,0.5,0.6659843349245399,0.4863744458657671
2019,01,02,15,0.6585644204038332,0.6012543443330884,0.5397427653404349,0.0,0.5,0.6659843349245399,0.4875905102275233
2019,01,02,16,0.6585644204038332,0.6012543443330884,0.5397427653404349,0.0,0.5,0.6659843349245399,0.667050635745378
2019,01,02,17,0.5056318925662542,0.633009410295964,0.696535067131203,0.0,0.0,0.7714807300579405,0.6863630486431008
2019,01,02,18,0.5056318925662542,0.633009410295964,0.696535067131203,0.0,0.0,0.7714807300579405,0.7076580696190587
2019,01,02,19,0.5056318925662542,0.633009410295964,0.696535067131203,0.0,0.0,0.7714807300579405,0.7245191807573472
